address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,choice.7,choice.8,choice.9,choice.10,choice.11,choice.12,choice.13,choice.14,choice.15,choice.16,choice.17,voting_power,timestamp,author_ipfs_hash,reason
0x1bBeAc736875c5043486A8a4374E6B5616eC8883,,,,16,,20,,,16,16,,,16,,16,,,1000,1704377469,bafkreibkilvb33zzsfxlsb2ck2avwlcw4nkgo7w35qtdpcnvflgetbc4ou,""
0x95add3DfEF3AE0A832607Dc71C4A9C6A6C2D7Eb7,,,,16,,20,,,16,16,,,16,,16,,,1000,1704377648,bafkreigjixh2y5coujf3v5sflawc3dityvi5kiflezveg7mtftqmvoaabe,""
0x744c6Eed427aF293b0106B46700fdDD3C9f62Eef,,,,16,,20,,,16,16,,,16,,16,,,1000,1704377711,bafkreia4lwsrqehklsb5vy2w5se24hf67jhcitbkdzqnmbyxwm5mowsj2m,""
0x743Ec55fc166D24D2FD0211fb6Ce53926D0Ff3b1,,,,16,,20,,,16,16,,,16,,16,,,1000,1704377773,bafkreib7vypbb5urgyvscj5puz5af5igz3ew3ssmgkn3ewjdpruxekr6mq,""
0xDd03d2434C02c6BfFb097b7130528F9568b6C70d,,,,16,,20,,,16,16,,,16,,16,,,1000,1704377827,bafkreidxr42cz4grz76t52fmeoxiyxyrofismrlo2ffrswmgxyk5lbafnq,""
0x97C12EFA574923E3ee445370d2dE432332857110,,,,16,,20,,,16,16,,,16,,16,,,1000,1704377888,bafkreifbjrcdqigsygkxjrztzr345tu575asljzn6ki2u3ougzqkmpccai,""
0xB69951a0642b55CD5731535ed5B290Fa49D3454A,,,,16,,20,,,16,16,,,16,,16,,,1000,1704377947,bafkreifz6utynyo7z27bn4k7plnpakrly6p4gxrv77a5idchmi47qloddq,""
0xBA56878729540404dE2aa14561b451aE2350744a,,,,16,,20,,,16,16,,,16,,16,,,1000,1704378010,bafkreicejtzdh2otqcthy5oub6mep4gsomyhdcncwmzzkw4thyyfl2uady,""
0xa85cdd5478B7E525a808eF9707c3e33432cE1e7F,,,,16,,20,,,16,16,,,16,,16,,,950,1704378071,bafkreidg5t7xcgpzotcagmi4tgdkgmxvxywc4f4ldbz4op3okkxx37h5pa,""
0xe8aa836a597a66724D678860D105561c13E95bFa,,,,1,,1.25,,,1,1,,,1,,1,,,3778.66,1704378407,bafkreie6ud4k2n4nsxklwcqktxhk54fztiwgvuvnebwk54ypooh3qxbxbe,""
0x40Dc654af5cE40C122ffDC679fa8E8ca8b91556A,1,,,,,,,,,,,,,,,,,1000,1704386685,bafkreibl6wutecmvgafawu7yqeknvgdcxkcqfyxzqo7w3orvm6n6bd43mi,""
0x82073f802547fEeEc0fd49719a3D7697fB66076a,1,1,1,1,,1,,,1,1,,1,1,,1,,,100,1704389068,bafkreicpnl5p2x7miusyyxh6fu4wqwuifhxlzn6frq5jqo6h2ispr2lmo4,""
0x33878e070db7f70D2953Fe0278Cd32aDf8104572,,,,,,,1,,,,,,,,,,,5000.616987324351,1704390061,bafkreieowzspsuv4ge2vifkndskt7byxb3wmduy363batubhmidrer4nhe,""
0xB986A0263b045b45765DAD38a000334c1e10B6D7,,,,1,,,1,,1,1,,,1,,1,,,993,1704391866,bafkreibmhcm6vxksl7kqwjvezxyid45b253nlfh3myuudbc5q6tqbh637a,""
0x2615214F8200B526a7B1eACe03971F2672B48CF2,,,,1,,1,,,1,1,,,1,,1,,,992,1704391897,bafkreiascg3c3nopb5hekyfktpgs42zc6u6fn6u3zrc5tby46o45sqxosi,""
0x23ee51e614cBF138e4cAbA9EC5ed4fF7D27A8596,,,,1,,,1,,1,1,,,1,,1,,,995,1704391957,bafkreieg6mgrsmbvkj4zjb5gd7vekuie53urjwmlf2frb5d42hyyr23hs4,""
0xC8Ddd59c496D04C4C060Ab5038d03d661DDC2617,,,,1,,,1,,1,1,,,1,,1,,,995,1704391969,bafkreieclkh7dkzdyktpuhs4vwqvwmdbog6l64qqr6qahbchh3anj4634y,""
0xA73064A00512aa5b6B9119cB4Eb3Fe3229269993,,1,,1,,,1,,1,1,,,1,,1,,,990,1704392079,bafkreig2knmhaicptdtniprdja5yzwzsts5y4ipdnwo4ajr4qxdkxsge6u,""
0xC6E18DE9930a1B90F339e09c574a4123c3EAcE83,1,,,1,,1,,,1,1,,,1,,1,,,1000,1704392085,bafkreibdaxuf2qu6d4mlnvmbxxwx5552dkie25c6i234lpi4scpamyeoum,""
0x1cB82ccbB3965E4df7C446B44c20F90B1c6CE9B2,1,1,,1,,,1,,1,1,,,1,,1,,,1000,1704392130,bafkreihs7yog4ygfux7hvzolbsqa7osu2z64lb6lecede3hm5hkp3gruqu,""
0x9Cf251A782cE7310D5bec0fe0a1C2B826d962545,1,1,,1,,,1,,1,1,,,1,,1,,,3230,1704392154,bafkreifkumwen3q2rzxiuqyooka5veucts4xty3pkubbvzsfyzd7xs34da,""
0xB1dE969883b1FdD90a43fF475A5171a3CfEfe76d,,,,1,,1,1,1,,1,,,1,,1,,,1000,1704400810,bafkreih73htw2e56gsrwqcrrfhdrnzqzruydjpvgds6tasidq6emv6mgk4,""
0xe64113140960528f6AF928d7cA4f45d192286a7a,10,,,,,,5,,,,,,,,10,,,1603.5194806024813,1704404531,bafkreie3nq6qxjg32fximyoyil5q4aa5seinka3ulnfr5f5kzxdtkkeexe,""
0xA8776899d2601A59A94e3Aa057Af778b8647F85C,,,,16,,20,,,16,16,,,16,,16,,,110,1704417217,bafkreiez37isf2m6zjuamx46ss3bshlsulci6qqkvpz2iwx35v6a5g52rm,""
0x26fa48591030E6E93f69877986A777fEB0626EE8,,,,16,,20,,,16,16,,,16,,16,,,111,1704417228,bafkreibpr23g55jle4picss66tpd62zfd445ep7l6rxdriwo5enpgickmu,""
0xB4C8737DD9FD2A50f201ce2494d74C2c9bcA3BB5,,,,16,,20,,,16,16,,,16,,16,,,110,1704417500,bafkreic3hhri6k4teshhk6d7grng5wkpidgchmd5ecf2ulhtq2brn2kx4a,""
0x92af24fac1326517Ce2E536E2AFAF72419103422,,,,16,,20,,,16,16,,,16,,16,,,110,1704417501,bafkreihmgtivrezx7lul74unowwegmy2cifnreoq4jpdpg26cjiqptukha,""
0x6cAb1406d2e04Cc3B442f7d585a85bACfb07Ac6b,,,,16,,20,,,16,16,,,16,,16,,,110,1704417502,bafkreihp2sjpgdpjwyrktocplebx23lnfttn5gfjl2ncppzavzg62hw3eq,""
0xAb1C327651A974890A21D79fAC2C6150D44C3d10,,,,16,,20,,,16,16,,,16,,16,,,110,1704417503,bafkreiade6cxbzarc7eey6aexls323yarsihxj4x72sumwjoqpr5riq2bm,""
0x76e10E91772c99B862ff005B7fa934322d0c3Df6,,,,16,,20,,,16,1,,,16,,16,,,110,1704417503,bafkreiagogwj4qkglztx6ielwn5fo5gdzkum57dvpncvzipyroh4dhzfxa,""
0xc0373876C2Cc38fC2f75f4dB8bF5D973fA4D7E29,,,,16,,20,,,16,16,,,16,,16,,,110,1704417504,bafkreig7hqjdk5726ubt5j4dkctxzhyaervqxvkhgqexo7bc6xdndalca4,""
0x3C01c79bf796196E1D8CCB6e486c6d246f4a48A8,,,,16,,20,,,16,16,,,16,,16,,,110,1704417505,bafkreige2mb7zgaq7ibshhujkzunpf4e6leuj75v7apnfffp6kgr7id3wy,""
0xCBa6f488f384BE185fE2cf77915c3d7a3E9d5C57,,,,16,,20,,,16,16,,,16,,16,,,110,1704417506,bafkreiez3o6aj6wtxk5yhvj5zt2thryievd4rkakldtmcejwvhw46jjvc4,""
0x65CbB0D8DaE3D9e0145eF4ed72b6e9e8367fC1aF,,,,16,,20,,,16,16,,,16,,16,,,110,1704417507,bafkreihibcdnp655p7ys3zjjlvhby2z7hjj2ub27kmguuvpewr5rz6s2mq,""
0x9D5B61A09065622Ac073FCEbd8058121FC34F755,,,,16,,20,,,16,16,,,16,,16,,,110,1704417508,bafkreihzl53k4eysjxo7tyodtflxro3u2xbfqzzfa74vpspdjwdf5cmnvi,""
0x9030352e478cB1AfCdf7235f806a3A13Dc963d52,,,,16,,20,,,16,16,,,16,,16,,,110,1704417842,bafkreibhdwdidctp7reqyrn5eqdn7hq4fg2nucc7wvpeopnvppdex6ogvy,""
0xC1f5bB071De011206781c71A8EebEA7aDA8D0df3,,,,16,,20,,,16,16,,,16,,16,,,110,1704417843,bafkreiazppkdo7yv44nlg6rydlgafpwond7vemjwtflfjfucysxbajiecu,""
0xEc3F542313Ac266968Ce61A2e4e33B95DBEE7397,,,,16,,20,,,16,16,,,16,,16,,,110,1704417843,bafkreia2xleveypbaefcm2cgoxir7v3bka3co5m5gwn7njdhpizs74al2i,""
0x387C4CC5Cf37E917d307c957eAF7E5227e1bdaaA,,,,16,,20,,,16,16,,,16,,16,,,110,1704417844,bafkreiairmg4plkkazciouu2tl477547rkvgszg6bhhwl6rb42fqubazn4,""
0x44c0FB885DD9f77693B44704Dc40c4e31a308EEA,,,,16,,20,,,16,16,,,16,,16,,,110,1704417845,bafkreieaindq7txubliptaesqpf5z63s5j5iuonoq4jfespbrlx2pc6znu,""
0x84c9fAC77e6909450A625cbf11d1bE9aDDc62E77,,,,16,,20,,,16,16,,,16,,16,,,110,1704417846,bafkreihmcung2niwmsxthenbavsigzqlmgawtlmlchahnpei4tzpclnrg4,""
0x8DDB01727E1b4E870d2d5643E653b74Ca552dBE8,,,,16,,20,,,16,16,,,16,,16,,,110,1704417847,bafkreifrmno6hwtxxbsfvc5mtgb6xih3afblc4w7ghx5hl2oyrpf5rn7eq,""
0x3bC3Dfa9ac77c38Bb24f4283D9189ED6387158D1,,,,16,,20,,,16,16,,,16,,16,,,110,1704417848,bafkreigo3nhhf7nirqb2dj44se4zqzdq7zicrandz6sbvioyo4ptzhzkfe,""
0xe7EaC2cb20079752875bC1c498cE53A5ED025aB9,,,,16,,20,,,16,16,,,16,,16,,,110,1704417849,bafkreiak5cbowmlsmyt5vvxyhxbxdrgeiejw262a6rrex4bcplbmgnnzwi,""
0x1eE45e962aF18A7a7BF3200D561269174B7B3b1c,,,,16,,20,,,16,16,,,16,,16,,,110,1704417849,bafkreighsrqioa2ifyfdw4yzwrlisqsi47uaxpor6hycl457kzgxvgz2qa,""
0x1e3832d739CC563da1a98D0e3ff903E49baba86C,,,,16,,20,,,16,16,,,16,,16,,,110,1704418309,bafkreidk5y4imfyubbhonv4zj7fau7c3ixnlq4raoj63au7szw6gji5z2m,""
0xb2FD1fF783E179144374d478436D6f2bb297A06A,,,,16,,20,,,16,16,,,16,,16,,,110,1704418309,bafkreichosnuvyu3uz7y72aoytmhmemxw2eaox3v6mtn7ukra5lpjvzzgy,""
0x4Ea8e77c5812E15ce572Be6Df0715B80a069F420,,,,16,,20,,,16,16,,,16,,16,,,110,1704418310,bafkreihvsod27xdwifrqjgrz7gubzxg7abdjpcv35ozv4txxydnfsue4d4,""
0x869D091c2C558810CB22a210c6A7f964898d72a1,,,,16,,20,,,16,16,,,16,,16,,,110,1704418311,QmRyUURVTi7kWzvLQetvAqopb6P3znmB3wbSVhGAFfJd9d,""
0xCf544eD05e9c29C3Ea3335111739E21D98945260,,,,16,,20,,,16,16,,,16,,16,,,110,1704418312,bafkreiclhjyaj3tbmmcygvvmqfjymerhr6zuvrvoraupf72ii7lpezfelu,""
0x7a62729d31945904DeB5CDd646532e4683ed70C0,,,,16,,20,,,16,16,,,16,,16,,,110,1704418313,bafkreiecfxev37e4wssyyc72iyxj2vy33l5fx5p5buog22tizzkdgshpii,""
0x10343B076E2bCac3A66dC7e72227c6591F5B7df4,,,,16,,20,,,16,16,,,16,,16,,,110,1704418314,bafkreieusdqrnkdc3gq3qqexa4u6t3gjao4ybmyuygcvcrcrdmwuy3hhfi,""
0x0aCC85d306d141ddF6AdA4622f1854422Cb542E6,,,,16,,20,,,16,16,,,16,,16,,,110,1704418315,bafkreicb7moarmpskfxeiwm55qly4cvtzqqbalnpecccws3qtspqkp7uxu,""
0x642C0b9EdDD83dCFA735976DD1cC844C0B1204C6,,,,16,,20,,,16,16,,,16,,16,,,110,1704418316,bafkreighx4o6pzhrv7hsn2f2y5u44extyepu5cxpgv2j2yd4ljiur55fxy,""
0x9B6F53D2beC7416722412a8d1e48aa3bae84325F,,,,16,,20,,,16,16,,,16,,16,,,110,1704418317,bafkreickwhcuyq35qjlqy24xttuk7qfz5hkuowcvwdmkmso5qzr44p6xwa,""
0x50418699cB44BfDa9c9afc9B7a0b0d244d8927D2,1,1,,,,1,,,1,1,,,,,,,,500,1704419411,bafkreig5cbgrd7tvy25loprrhxzpwsalsdk5f5eo6wn76dpifnqft6gkxy,""
0xac176d9A8DBae960E7b539f4a6E16aD9003Ab37A,,,,16,,20,,,16,16,,,16,,16,,,110,1704421967,bafkreigrmf5wannn4w4zgqcitoj67q3gcuyo4mbgjvvtrv77jr5ven2ybm,""
0x71D0c96d7f574D1a734F5803a8f1Ae839AA7a5D4,,,,16,,20,,,16,16,,,16,,16,,,110,1704421967,bafkreidpi7z7jayjp7q6hrvpb6eca5j5v2rddjsn4ogm5enmnxbe5xy66m,""
0xCfF9d27EbA4b7FFba8E9d33fc3F894cb095b54F7,,,,16,,20,,,16,16,,,16,,16,,,110,1704421970,bafkreieu3xrj66ggzk3q3jmewbgpsanmxfdwemmunilyjx6bjkkp3z36a4,""
0xaDD7B1E78f0E59d96135C5240E1175D5A7DC210d,,,,16,,20,,,16,16,,,16,,16,,,110,1704421971,bafkreieah65mbusmhq7pobpvbimfuokjem3ghdmbonzlthcwbqs6iu2mva,""
0x0c1be517A0d9D888C6c686EF4e4b74bBe496d047,,,,16,,20,,,16,16,,,16,,16,,,110,1704421971,bafkreiffbra67fyav5fpzibiosyl3knikwxikozfid2avo4qu7ysjfai2m,""
0x8100b643fa91d7A05704913A1242b2e2c2B7fB7c,,,,16,,20,,,16,16,,,16,,16,,,110,1704421973,bafkreiaeaqmz7eymcyeqhqxmxcud2zuavzlvari7m7rqt4j35o52lk4jiy,""
0xf7a3bc9e0962E15a0a4dD5260263CF0DEea0808A,,,,16,,20,,,16,16,,,16,,16,,,110,1704421974,bafkreigvmjkrjywe62pfemxyuxq66njt5xblmys34bajtjxs26hynj6tba,""
0x6E0Ef43c2B5Bda0e145033a4164d93F8D06d8538,,,,16,,20,,,16,16,,,16,,16,,,110,1704421975,bafkreig47erx6sc7wmko22et4235jb5fnj75xuivjc2q3zjwqtlxglnh5i,""
0xC19C63d295E19D8E3Be7d4fD32b6E29105BbAcbA,,,,16,,20,,,16,16,,,16,,16,,,110,1704422009,bafkreicnoo4ixioqquakrsm5v2lezkdpk2qadkuehun74pusbs3zlwwbiq,""
0xe52C39327FF7576bAEc3DBFeF0787bd62dB6d726,,,,,,,,,,,,,,,1,,,1000,1704422589,bafkreiez76xgd4m7edcrttmv7hnq55f4hn5hwwdtqpboo55n266dz2mazm,"This is the answer."
0x080B0a14D0D84Cee92ad2eDc8a69e494C842a6a5,,,,16,,20,,,16,16,,,16,,16,,,110,1704422947,bafkreid6johpxiy3af3kbwa763zxia5jaouqhhjzwwd2omdb5wlxkc6uty,""
0x7E5F476De2886bb37ed92cEC195cB9Ce311bfe50,,,,16,,20,,,16,16,,,16,,16,,,110,1704422948,bafkreihjjpgxx44kf63ilfrdafreoh53tsgpfdoarfcylvmxvn4wdp57zm,""
0xf48478f4d08387611Ec93FA8b25c5E1aB80Cf122,,,,16,,20,,,16,16,,,16,,16,,,110,1704422948,bafkreid4npsutugdffj5x7k6qzgixuzjhe6qf23r7oji2b4jnc6edg4rry,""
0xEF96945175b17D7C13f5E534f6953Fa94f0b7695,,,,16,,20,,,16,16,,,16,,16,,,110,1704422949,bafkreibhydy2h2gqxkyk7pftuzd7rb7dd7pgzo3cr5l4jjvybanph5idai,""
0x3fe4A67c56F2899c878b05Af8944398bbfA85156,,,,16,,20,,,16,16,,,16,,16,,,110,1704422950,bafkreie4y5kwvpi5uhbypgevoa45hzpkk2crovjjjb5adnwruuwun2zbpi,""
0x3AfcB2b25ce7C76C15Bb4C4c43780f76b6181479,,,,16,,20,,,16,16,,,16,,16,,,110,1704422951,bafkreiesumqvrba6afw5qfxkeuely4wc4j3fluwlsjn5hdcj2doko3zpwm,""
0x9052d9d9e30AFA79a8445b25AcFc6141B2075737,,,,16,,20,,,16,16,,,16,,16,,,110,1704422952,bafkreiaywpxzvbgy54wxx4nhl5sxwcfe2fets66bmnn6eu4zhsqkjphicy,""
0xcDEc2C8682840d593CDb221634C16dC6acA77Fe9,,,,16,,20,,,16,16,,,16,,16,,,110,1704422953,bafkreidb3s5vdbjpdwmdyb2psxhlg22xr4m57ljuobrypcmc5wwcknpyye,""
0xD08afA644e562E1B3D6e2385FdeB67912410f04F,,,,16,,20,,,16,16,,,16,,16,,,110,1704422954,bafkreideb4pqimiskbda5cctwuirln5dhihrkytmjwa5hfykdj242nnooa,""
0x990B415088Ad6dF8db9B7ed7a561b6C9b8AF5875,,,,16,,20,,,16,16,,,16,,16,,,110,1704422954,bafkreib4hpoqnsu6xymicpozfnglonl3gwfay2hi7ur7y5qjsmoekp6rli,""
0xE04F0ABe1933499ff1d075fa10738cE7aAd26b1A,,,,16,,20,,,16,16,,,16,,16,,,110,1704422956,bafkreifrccqe464knvsc23mbwhajh6hsfivoeukqzvkaa4s4dazsckz6bu,""
0xEd36bf0b2b17768E782Db2ece6A327055b2f3e9C,,,,1,,1,,,1,1,,,1,,1,,,200,1704423470,bafkreihgvkrw6utac5u5sc6l6inijatt5zjxr3gamz4qilguv4zdxd6fim,""
0x86e6b55bB954e1cfAb567f9582E0fa580bb0290d,1,,1,1,,,1,,,1,,,3,,,,,1000,1704424703,bafkreidaxqhoodjp37rlahrx4a4ygljro57yphrrkbizu272cloom5qghu,""
0x27259b0F4209e76f8C6Cf27106C9FF83BdC2E831,,,,,,,,,,,,,1,,,,,1000,1704426382,bafkreifhq5df7krmjun4we4wyh54awvptn4k6xnj6ipsnkidagvifasppa,""
0x0D2349e291A9e0Bb755bFFA4097E6D378A72330B,,,,,,,,,,1,,,1,,,,,1000,1704426796,bafkreigsavwoyxc3uxez7nhpqrwdbtwzhef4cpqjik6en6cosrka44wzbe,""
0x9BF829EB2Dea8109B098353e7c91629C7FC77F2A,,,,16,,20,,,16,16,,,16,,16,,,110,1704427998,bafkreidgdwa6i3ztmbrmitstmnircypeunoylyft4bix6pysniy23na5ha,""
0x01935087b1da357A00CbDd1010B2b9647991fcF1,,,,16,,20,,,16,16,,,16,,16,,,110,1704427999,bafkreibaigp2ss4qem6hcja5gy6vr6ttvh5sucrtb47apowxxrhokw4es4,""
0xEa8cAeb4F367844EeC65FA917cE10A91Ee3e69D8,,,,16,,20,,,16,16,,,16,,16,,,110,1704427999,bafkreigy3x2jjtnum7unsnbaldw3ue3hsr3hk2sxef5seslragzxmitbom,""
0x7c8aFBbd7239fEd03AaACfAf1E4E30503E90c2d0,,,,16,,20,,,16,16,,,16,,16,,,110,1704428000,bafkreihwmhz5qzht3jm2dvgqxrifypd6mbzypnbmk2gj4boeoow3n3venq,""
0x8C2B3e9946f57820CB2f11B30ce8010F8a74e8EC,,,,16,,20,,,16,16,,,16,,16,,,110,1704428001,bafkreibj5swibi7ancasfagcqcyfehnb475adrdd6m5mcgikpueksoip2m,""
0x98940Dd82B5E66D8ec340110d6e15BE8a4086b64,,,,16,,20,,,16,16,,,16,,16,,,110,1704428003,bafkreigvpcl5xx4tmf5z374jte3pizoc5iku7f7jfwg4tcgpyubucmhfjm,""
0xf2c601710CEDC357b752408b7E5023B84819F953,,,,16,,20,,,16,16,,,16,,16,,,110,1704428004,bafkreibvbc4bhxluyqk6kkwnu3othxti3ldlctalw3f43bl7z5i75ht5yq,""
0x93F38a40e451B17BE5Dc88898ece26c43a75B1C8,,,,16,,20,,,16,16,,,16,,16,,,110,1704428006,bafkreievglxkgy4s3mt5oenr4m2r427a37zt6347rbi67ydlqjbwinsrsi,""
0xE2e464938c866203228aca1603c77D0279bda31D,,,,16,,20,,,16,16,,,16,,16,,,110,1704428008,bafkreiafpvofuitl5v6pjytew5mb5h27lymndoe7kxjs6nhoqncudubqb4,""
0xd3FD8a8c4ff9C06C796D21658C6a1fCD91b2E1BB,,,,16,,20,,,16,16,,,16,,16,,,110,1704428009,bafkreih77b7kps2zjdf6ff5lopsollphclsgaatti3eazy7puduw7tkvf4,""
0xE83B9A1B9056B21a01b85162E77AD76a42A1c64B,,1,,,,,,,,1,,,1,,,,,250,1704449343,bafkreigrsdjkavtwxfoco4xlaswwibvsnzajw6xvdeggskv5nojqo3kdtm,""
0x5f0bD06A71E038206ef3e5090eB448E9a9773772,,,,1,,1,,1,,1,,,1,,1,,,363873.1695222636,1704458814,bafkreigw5vyamstarbhu4fqdo7ql2m2vb2la6zben64xxvugcoigtrpoui,""
0x765a16ca391A6b9249cfA65bf2D14C38722198e3,1,1,1,1,,,,1,,1,,1,1,1,,,,1000,1704459861,bafkreihegstrar4kn4wys6pflzko5y5ruitczjmd5m4p7hceyacfatlvfm,""
0xE2D6AFF297b41881c1aEA9599F68AEDFAB38C651,1,,,,,,,,,1,,,2,,,,,2000,1704462554,bafkreihgatv2cx23etvtkxun7u334uvmigy2smchnfqgnd2ma3faiubnee,""
0xA8F0048A0d1A04663Ca5010d0bEaC5BCAEeA0eef,1,30,1,1,1,1,1,2,6,40,2,5,20,2,2,2,2,1000,1704466789,bafkreicaewz4lvs2guqmtvxnq7ta3kokyrzupuwenn32mt6a5fni3khtuy,""
0xA4369e39e3ED13593Adb0142A1ea5d08AbdF99C4,,,,,,,,,,,,,100,,,,,1000,1704466852,bafkreia3qnjnkgoosdcyjmtuhu3wzlifw5h2cugzalduzfhtugarasdyoy,""
0x65F632cfe8015B7ae6976e549645ed04cde60fe4,,,,1,,1,,,1,1,,,1,,1,,,487,1704468761,bafkreibgzmfqdcknfsov7yuwbul3x3i2eadsgwlouzazpgdatgnhmrrza4,""
0xC46c67Bb7E84490D7EbdD0b8ecDaca68Cf3823F4,1,1,,,,,5,,5,,,1,,,1,,,1000,1704469011,bafkreigu2md5u3fvodr5cvsjgtcagleuf3z53zxe7woyvcf5ak5aox6nka,""